ID_Livro,Titulo,Numero_Paginas,Data_Aquisicao,Categoria,Valor_Aquisicao,Exemplares_Disponiveis,Biblioteca,Exemplares_Emprestados,Idioma,Renovacoes_Realizadas
1192,Neuromancer #1192,1099,2018-04-06,Ficção Científica,140.26,9,MG,7,Francês,4
1193,Ensaio Sobre a Cegueira #1193,254,2018-04-07,Fantasia,125.63,1,MG,0,Espanhol,3
1194,Capitães da Areia #1194,311,2018-04-08,Ficção Científica,113.87,10,SP,0,Francês,3
1195,O Código Da Vinci #1195,259,2018-04-09,Distopia,24.61,6,RJ,2,Português,2
1196,Grande Sertão: Veredas #1196,295,2018-04-10,Terror,122.0,10,MG,6,Francês,2
1197,O Alquimista #1197,203,2018-04-11,Romance,49.9,10,RJ,0,Francês,7
1198,O Código Da Vinci #1198,344,2018-04-12,Distopia,75.65,8,ES,12,Espanhol,7
1199,1984 #1199,919,2018-04-13,Fantasia,108.86,4,SP,9,Inglês,3
1200,Harry Potter #1200,833,2018-04-14,Romance,146.97,10,SP,4,Português,0
1201,Harry Potter #1201,1159,2018-04-15,Suspense,119.58,4,RJ,8,Português,5
1202,Capitães da Areia #1202,220,2018-04-16,Ficção Científica,35.42,6,RJ,1,Espanhol,6
1203,Neuromancer #1203,280,2018-04-17,Fantasia,51.13,3,ES,12,Inglês,4
1204,O Hobbit #1204,473,2018-04-18,Clássico,84.64,8,RJ,1,Português,1
1205,O Código Da Vinci #1205,842,2018-04-19,Realismo Mágico,51.95,7,ES,9,Espanhol,1
1206,Cem Anos de Solidão #1206,918,2018-04-20,Clássico,105.13,5,RJ,0,Espanhol,7
1207,It - A Coisa #1207,354,2018-04-21,Ficção,53.35,5,MG,0,Espanhol,0
1208,O Hobbit #1208,1165,2018-04-22,Clássico,139.18,9,ES,8,Espanhol,5
1209,Dom Casmurro #1209,995,2018-04-23,Clássico,52.06,9,RJ,4,Espanhol,8
1210,Neuromancer #1210,1003,2018-04-24,Terror,70.25,7,SP,2,Francês,4
1211,O Alquimista #1211,904,2018-04-25,Romance,51.63,2,MG,10,Espanhol,8
1212,A Revolução dos Bichos #1212,95,2018-04-26,Fantasia,125.2,3,SP,7,Inglês,2
1213,A Revolução dos Bichos #1213,901,2018-04-27,Infantil,96.49,10,SP,0,Inglês,7
1214,Grande Sertão: Veredas #1214,953,2018-04-28,Ficção,44.9,6,RJ,12,Inglês,4
1215,A Hora da Estrela #1215,340,2018-04-29,Terror,39.49,6,RJ,1,Espanhol,3
1216,A Revolução dos Bichos #1216,1093,2018-04-30,Realismo Mágico,128.33,8,RJ,3,Espanhol,3
1217,O Senhor dos Anéis #1217,294,2018-05-01,Clássico,96.27,7,RJ,9,Espanhol,8
1218,Ensaio Sobre a Cegueira #1218,595,2018-05-02,Infantil,97.14,8,ES,5,Espanhol,3
1219,A Revolução dos Bichos #1219,470,2018-05-03,Ficção Científica,114.54,9,SP,10,Português,8
1220,Harry Potter #1220,621,2018-05-04,Terror,108.81,3,MG,9,Francês,1
1221,Neuromancer #1221,195,2018-05-05,Fantasia,65.98,2,ES,6,Francês,5
1222,Cem Anos de Solidão #1222,1101,2018-05-06,Suspense,72.17,2,RJ,9,Espanhol,1
1223,O Alquimista #1223,529,2018-05-07,Realismo Mágico,149.11,1,ES,8,Português,8
1224,Ensaio Sobre a Cegueira #1224,657,2018-05-08,Ficção,99.39,7,MG,3,Inglês,2
1225,O Hobbit #1225,164,2018-05-09,Romance,90.38,1,MG,10,Inglês,4
1226,Dom Casmurro #1226,1052,2018-05-10,Terror,82.46,8,SP,11,Inglês,7
1227,O Código Da Vinci #1227,603,2018-05-11,Clássico,88.43,4,SP,1,Francês,7
1228,Harry Potter #1228,959,2018-05-12,Realismo Mágico,137.86,9,MG,8,Português,2
1229,1984 #1229,895,2018-05-13,Clássico,70.88,3,RJ,9,Francês,5
1230,Neuromancer #1230,675,2018-05-14,Suspense,44.62,9,RJ,6,Inglês,3
1231,O Senhor dos Anéis #1231,442,2018-05-15,Infantil,55.9,4,MG,7,Francês,5
1232,Orgulho e Preconceito #1232,1197,2018-05-16,Fantasia,100.37,8,RJ,2,Inglês,4
1233,Capitães da Areia #1233,377,2018-05-17,Distopia,46.44,2,ES,3,Inglês,8
1234,It - A Coisa #1234,383,2018-05-18,Distopia,146.85,2,MG,1,Inglês,1
1235,O Código Da Vinci #1235,603,2018-05-19,Clássico,39.83,1,SP,3,Inglês,8
1236,Orgulho e Preconceito #1236,676,2018-05-20,Distopia,132.07,8,MG,10,Inglês,8
1237,O Alquimista #1237,881,2018-05-21,Romance,100.96,6,ES,7,Português,1
1238,O Pequeno Príncipe #1238,509,2018-05-22,Suspense,28.0,3,SP,0,Português,4
1239,Grande Sertão: Veredas #1239,1185,2018-05-23,Fantasia,68.39,5,SP,6,Espanhol,7
1240,1984 #1240,1133,2018-05-24,Fantasia,48.27,10,SP,6,Espanhol,6
1241,A Hora da Estrela #1241,85,2018-05-25,Infantil,90.81,10,RJ,7,Francês,3
1242,Dom Casmurro #1242,908,2018-05-26,Suspense,115.29,10,ES,6,Espanhol,2
1243,O Código Da Vinci #1243,550,2018-05-27,Romance,49.57,5,SP,5,Espanhol,3
1244,Orgulho e Preconceito #1244,278,2018-05-28,Distopia,36.45,6,MG,6,Inglês,2
1245,Ensaio Sobre a Cegueira #1245,311,2018-05-29,Realismo Mágico,99.66,5,ES,11,Português,8
1246,O Hobbit #1246,834,2018-05-30,Realismo Mágico,20.87,9,RJ,9,Espanhol,1
1247,Neuromancer #1247,86,2018-05-31,Suspense,110.42,5,ES,6,Inglês,1
1248,Drácula #1248,820,2018-06-01,Romance,140.06,9,SP,6,Português,1
1249,1984 #1249,247,2018-06-02,Fantasia,58.16,5,MG,11,Espanhol,7
1250,O Código Da Vinci #1250,477,2018-06-03,Suspense,63.02,9,SP,1,Português,3
1251,O Alquimista #1251,506,2018-06-04,Suspense,89.42,2,MG,2,Português,1
1252,Cem Anos de Solidão #1252,331,2018-06-05,Romance,77.22,2,RJ,10,Espanhol,7
1253,O Pequeno Príncipe #1253,154,2018-06-06,Ficção,31.6,3,ES,5,Francês,3
1254,It - A Coisa #1254,1112,2018-06-07,Romance,26.54,8,RJ,2,Português,1
1255,1984 #1255,630,2018-06-08,Distopia,141.03,3,SP,10,Francês,5
1256,Dom Casmurro #1256,602,2018-06-09,Suspense,130.6,2,ES,4,Inglês,1
1257,Harry Potter #1257,872,2018-06-10,Ficção Científica,115.8,6,RJ,10,Espanhol,2
1258,A Hora da Estrela #1258,396,2018-06-11,Clássico,26.95,4,ES,11,Francês,2
1259,O Pequeno Príncipe #1259,206,2018-06-12,Ficção,86.0,2,MG,5,Espanhol,1
1260,O Hobbit #1260,169,2018-06-13,Infantil,57.1,7,SP,6,Inglês,3
1261,A Revolução dos Bichos #1261,1128,2018-06-14,Terror,124.92,1,SP,10,Francês,4
1262,O Alquimista #1262,1165,2018-06-15,Ficção Científica,37.25,5,MG,0,Espanhol,6
1263,It - A Coisa #1263,85,2018-06-16,Clássico,79.78,7,MG,4,Português,3
1264,Grande Sertão: Veredas #1264,931,2018-06-17,Ficção Científica,84.27,3,SP,0,Inglês,5
1265,A Revolução dos Bichos #1265,1126,2018-06-18,Ficção,97.24,9,MG,5,Espanhol,2
1266,Drácula #1266,1187,2018-06-19,Suspense,32.44,5,MG,7,Espanhol,6
1267,It - A Coisa #1267,781,2018-06-20,Romance,68.43,6,SP,9,Francês,4
1268,Ensaio Sobre a Cegueira #1268,245,2018-06-21,Romance,57.48,1,SP,3,Português,2
1269,Harry Potter #1269,195,2018-06-22,Fantasia,94.99,3,ES,1,Espanhol,8
1270,Dom Casmurro #1270,883,2018-06-23,Distopia,21.99,8,SP,6,Inglês,6
1271,O Hobbit #1271,407,2018-06-24,Infantil,108.9,4,RJ,7,Espanhol,1
1272,Neuromancer #1272,669,2018-06-25,Terror,120.38,6,ES,11,Francês,7
1273,Ensaio Sobre a Cegueira #1273,286,2018-06-26,Distopia,94.44,3,RJ,1,Francês,2
1274,Moby Dick #1274,712,2018-06-27,Realismo Mágico,36.85,1,RJ,4,Português,1
1275,Ensaio Sobre a Cegueira #1275,312,2018-06-28,Ficção,102.64,3,MG,11,Espanhol,8
1276,Harry Potter #1276,918,2018-06-29,Distopia,136.85,9,SP,6,Inglês,1
1277,Ensaio Sobre a Cegueira #1277,125,2018-06-30,Fantasia,117.54,2,RJ,3,Espanhol,7
1278,O Hobbit #1278,827,2018-07-01,Fantasia,22.91,9,ES,7,Espanhol,7
1279,A Revolução dos Bichos #1279,390,2018-07-02,Ficção,47.38,10,ES,6,Português,2
1280,Ensaio Sobre a Cegueira #1280,970,2018-07-03,Infantil,69.24,3,RJ,7,Português,0
1281,O Pequeno Príncipe #1281,940,2018-07-04,Fantasia,103.75,6,ES,0,Espanhol,0
1282,It - A Coisa #1282,980,2018-07-05,Ficção,114.26,4,SP,5,Francês,5
1283,Drácula #1283,145,2018-07-06,Distopia,106.54,8,MG,6,Inglês,3
1284,Drácula #1284,234,2018-07-07,Romance,21.64,1,ES,3,Português,7
1285,1984 #1285,500,2018-07-08,Realismo Mágico,28.6,6,MG,7,Francês,4
1286,O Pequeno Príncipe #1286,966,2018-07-09,Romance,140.32,3,SP,2,Espanhol,3
1287,Dom Casmurro #1287,913,2018-07-10,Clássico,44.79,8,RJ,3,Português,4
1288,A Revolução dos Bichos #1288,632,2018-07-11,Infantil,131.09,4,RJ,3,Português,8
1289,Cem Anos de Solidão #1289,947,2018-07-12,Clássico,26.82,5,SP,6,Português,6
1290,Orgulho e Preconceito #1290,649,2018-07-13,Romance,70.36,3,RJ,10,Francês,6
1291,Ensaio Sobre a Cegueira #1291,544,2018-07-14,Terror,82.22,3,MG,1,Português,7
1292,Drácula #1292,732,2018-07-15,Clássico,108.09,10,RJ,9,Espanhol,6
1293,O Pequeno Príncipe #1293,479,2018-07-16,Realismo Mágico,114.84,9,MG,12,Espanhol,6
1294,Capitães da Areia #1294,997,2018-07-17,Ficção,95.96,8,RJ,2,Espanhol,7
1295,A Revolução dos Bichos #1295,225,2018-07-18,Realismo Mágico,144.43,3,SP,4,Francês,4
1296,Cem Anos de Solidão #1296,113,2018-07-19,Ficção,82.83,1,RJ,9,Francês,8
1297,Harry Potter #1297,1026,2018-07-20,Distopia,90.57,5,SP,7,Francês,1
1298,O Senhor dos Anéis #1298,743,2018-07-21,Distopia,97.69,5,RJ,4,Francês,6
1299,Cem Anos de Solidão #1299,975,2018-07-22,Terror,142.36,9,RJ,11,Espanhol,5
1300,Dom Casmurro #1300,528,2018-07-23,Clássico,111.34,8,ES,12,Francês,5
1301,O Hobbit #1301,371,2018-07-24,Suspense,21.87,4,RJ,8,Espanhol,6
1302,Capitães da Areia #1302,656,2018-07-25,Infantil,102.86,5,SP,3,Inglês,7
1303,Ensaio Sobre a Cegueira #1303,1048,2018-07-26,Suspense,98.82,1,ES,2,Português,5
1304,Ensaio Sobre a Cegueira #1304,1167,2018-07-27,Ficção,96.88,5,MG,2,Francês,8
1305,Capitães da Areia #1305,150,2018-07-28,Realismo Mágico,101.66,4,RJ,9,Francês,8
1306,O Hobbit #1306,828,2018-07-29,Fantasia,122.92,4,ES,8,Francês,7
1307,Ensaio Sobre a Cegueira #1307,321,2018-07-30,Infantil,74.19,4,RJ,5,Francês,4
1308,Ensaio Sobre a Cegueira #1308,114,2018-07-31,Distopia,94.43,3,RJ,10,Francês,1
1309,Orgulho e Preconceito #1309,448,2018-08-01,Fantasia,84.38,6,MG,7,Inglês,1
1310,Moby Dick #1310,934,2018-08-02,Infantil,121.82,4,RJ,8,Francês,3
1311,1984 #1311,89,2018-08-03,Distopia,39.37,1,MG,10,Português,2
1312,Cem Anos de Solidão #1312,655,2018-08-04,Ficção Científica,55.47,4,RJ,12,Francês,3
1313,O Pequeno Príncipe #1313,1072,2018-08-05,Romance,143.22,9,SP,10,Francês,1
1314,Neuromancer #1314,117,2018-08-06,Ficção Científica,68.14,2,SP,5,Espanhol,3
1315,Grande Sertão: Veredas #1315,792,2018-08-07,Ficção,76.06,1,RJ,12,Francês,4
1316,It - A Coisa #1316,603,2018-08-08,Ficção Científica,147.38,6,ES,8,Espanhol,6
1317,O Senhor dos Anéis #1317,928,2018-08-09,Distopia,95.27,7,ES,9,Português,3
1318,1984 #1318,556,2018-08-10,Fantasia,134.4,4,RJ,11,Português,6
1319,Harry Potter #1319,1181,2018-08-11,Ficção,64.74,8,RJ,11,Espanhol,0
1320,O Hobbit #1320,1194,2018-08-12,Fantasia,58.95,6,SP,4,Português,8
1321,Dom Casmurro #1321,710,2018-08-13,Fantasia,28.06,4,MG,12,Espanhol,1
1322,Grande Sertão: Veredas #1322,1029,2018-08-14,Ficção,83.17,2,MG,9,Português,3
1323,Memórias Póstumas #1323,748,2018-08-15,Romance,118.62,9,SP,2,Português,5
1324,O Senhor dos Anéis #1324,535,2018-08-16,Ficção Científica,22.06,10,MG,0,Português,4
1325,Capitães da Areia #1325,774,2018-08-17,Ficção Científica,83.19,3,MG,8,Português,2
1326,Capitães da Areia #1326,297,2018-08-18,Ficção,52.27,8,SP,11,Espanhol,8
1327,Grande Sertão: Veredas #1327,740,2018-08-19,Infantil,54.25,2,MG,6,Francês,4
1328,Ensaio Sobre a Cegueira #1328,905,2018-08-20,Ficção,71.82,7,MG,3,Português,2
1329,1984 #1329,860,2018-08-21,Clássico,75.03,8,SP,7,Espanhol,7
1330,A Hora da Estrela #1330,872,2018-08-22,Romance,84.97,8,RJ,4,Espanhol,0
1331,Capitães da Areia #1331,232,2018-08-23,Fantasia,84.45,4,SP,1,Francês,4
1332,Cem Anos de Solidão #1332,744,2018-08-24,Ficção,119.06,1,RJ,8,Inglês,3
1333,1984 #1333,758,2018-08-25,Realismo Mágico,65.01,9,RJ,9,Português,4
1334,Dom Casmurro #1334,138,2018-08-26,Ficção Científica,29.34,1,RJ,2,Inglês,0
1335,Capitães da Areia #1335,1022,2018-08-27,Fantasia,47.44,1,ES,6,Português,3
1336,O Senhor dos Anéis #1336,215,2018-08-28,Infantil,36.92,9,RJ,6,Português,5
1337,Capitães da Areia #1337,640,2018-08-29,Clássico,93.83,8,MG,6,Inglês,8
1338,A Revolução dos Bichos #1338,813,2018-08-30,Romance,44.58,10,SP,0,Inglês,8
1339,Cem Anos de Solidão #1339,330,2018-08-31,Infantil,139.03,3,SP,2,Francês,1
1340,Grande Sertão: Veredas #1340,645,2018-09-01,Fantasia,37.64,5,MG,11,Francês,0
1341,Drácula #1341,530,2018-09-02,Suspense,141.07,6,ES,5,Espanhol,2
1342,Moby Dick #1342,1031,2018-09-03,Ficção Científica,100.35,8,SP,8,Português,6
1343,O Alquimista #1343,877,2018-09-04,Ficção Científica,48.7,4,SP,8,Espanhol,2
1344,Harry Potter #1344,1166,2018-09-05,Ficção,20.82,3,ES,1,Inglês,6
1345,Ensaio Sobre a Cegueira #1345,679,2018-09-06,Romance,131.03,2,RJ,3,Francês,4
1346,Dom Casmurro #1346,537,2018-09-07,Fantasia,97.67,8,MG,12,Francês,1
1347,A Hora da Estrela #1347,652,2018-09-08,Realismo Mágico,65.78,9,SP,10,Inglês,6
1348,Orgulho e Preconceito #1348,375,2018-09-09,Distopia,65.14,3,MG,0,Português,1
1349,Memórias Póstumas #1349,905,2018-09-10,Infantil,139.42,5,SP,11,Inglês,4
1350,Moby Dick #1350,103,2018-09-11,Distopia,130.12,9,ES,10,Português,1
1351,A Revolução dos Bichos #1351,1056,2018-09-12,Fantasia,24.99,8,ES,11,Espanhol,5
1352,Ensaio Sobre a Cegueira #1352,183,2018-09-13,Clássico,78.69,6,RJ,6,Inglês,0
1353,Moby Dick #1353,1124,2018-09-14,Ficção,110.85,6,SP,1,Inglês,7
1354,Harry Potter #1354,442,2018-09-15,Ficção,28.05,2,ES,10,Espanhol,6
1355,Orgulho e Preconceito #1355,473,2018-09-16,Distopia,78.48,9,ES,1,Francês,5
1356,O Hobbit #1356,466,2018-09-17,Suspense,96.38,2,RJ,9,Espanhol,7
1357,1984 #1357,214,2018-09-18,Romance,62.68,5,ES,7,Francês,7
1358,O Hobbit #1358,1130,2018-09-19,Fantasia,72.74,4,MG,8,Português,3
1359,Dom Casmurro #1359,166,2018-09-20,Ficção Científica,148.63,10,MG,8,Francês,1
1360,O Senhor dos Anéis #1360,1136,2018-09-21,Infantil,91.44,3,RJ,4,Inglês,7
1361,A Hora da Estrela #1361,763,2018-09-22,Infantil,99.41,3,ES,12,Francês,0
1362,Moby Dick #1362,788,2018-09-23,Fantasia,145.04,4,RJ,2,Francês,4
1363,Cem Anos de Solidão #1363,242,2018-09-24,Distopia,59.62,10,RJ,12,Espanhol,1
1364,Orgulho e Preconceito #1364,595,2018-09-25,Suspense,88.55,5,ES,11,Espanhol,6
1365,O Código Da Vinci #1365,939,2018-09-26,Distopia,83.14,1,RJ,10,Espanhol,4
1366,Grande Sertão: Veredas #1366,754,2018-09-27,Clássico,48.69,2,RJ,3,Inglês,5
1367,Grande Sertão: Veredas #1367,936,2018-09-28,Romance,21.47,2,MG,8,Espanhol,0
1368,Cem Anos de Solidão #1368,1179,2018-09-29,Romance,130.55,6,ES,8,Inglês,0
1369,O Pequeno Príncipe #1369,551,2018-09-30,Realismo Mágico,37.24,1,MG,4,Francês,2
1370,Capitães da Areia #1370,1056,2018-10-01,Romance,60.84,5,MG,2,Português,5
1371,Grande Sertão: Veredas #1371,693,2018-10-02,Fantasia,142.23,7,MG,6,Francês,5
1372,O Código Da Vinci #1372,144,2018-10-03,Infantil,92.17,5,RJ,8,Espanhol,6
1373,O Hobbit #1373,880,2018-10-04,Realismo Mágico,138.75,6,RJ,3,Inglês,7
1374,Cem Anos de Solidão #1374,381,2018-10-05,Ficção,26.1,1,ES,1,Português,5
1375,Orgulho e Preconceito #1375,1022,2018-10-06,Distopia,136.03,9,ES,11,Inglês,1
1376,Neuromancer #1376,1016,2018-10-07,Terror,121.56,2,RJ,8,Inglês,0
1377,O Pequeno Príncipe #1377,607,2018-10-08,Distopia,86.36,6,RJ,5,Inglês,4
1378,O Hobbit #1378,109,2018-10-09,Realismo Mágico,46.02,4,RJ,11,Inglês,6
1379,Grande Sertão: Veredas #1379,1012,2018-10-10,Terror,93.4,8,SP,4,Espanhol,8
1380,O Senhor dos Anéis #1380,624,2018-10-11,Clássico,42.78,4,SP,0,Inglês,4
1381,O Hobbit #1381,542,2018-10-12,Ficção,124.59,1,RJ,11,Espanhol,1
1382,O Hobbit #1382,870,2018-10-13,Suspense,73.98,10,MG,12,Inglês,2
1383,1984 #1383,585,2018-10-14,Ficção Científica,52.26,7,SP,6,Francês,8
1384,O Alquimista #1384,537,2018-10-15,Ficção,57.42,5,MG,10,Francês,7
1385,A Hora da Estrela #1385,1116,2018-10-16,Fantasia,87.82,10,ES,8,Inglês,6
1386,Capitães da Areia #1386,1032,2018-10-17,Fantasia,130.38,2,ES,5,Inglês,0
1387,O Código Da Vinci #1387,1197,2018-10-18,Clássico,120.86,8,ES,5,Francês,4
1388,O Alquimista #1388,736,2018-10-19,Distopia,145.65,10,MG,8,Espanhol,3
1389,A Revolução dos Bichos #1389,551,2018-10-20,Clássico,145.38,4,SP,0,Português,5
1390,O Código Da Vinci #1390,541,2018-10-21,Ficção Científica,86.56,10,ES,11,Espanhol,8
1391,Moby Dick #1391,88,2018-10-22,Ficção Científica,96.2,3,MG,10,Português,1
1392,Orgulho e Preconceito #1392,429,2018-10-23,Ficção Científica,82.0,9,ES,10,Inglês,8
1393,1984 #1393,799,2018-10-24,Romance,92.74,8,RJ,2,Inglês,4
1394,Memórias Póstumas #1394,144,2018-10-25,Ficção,63.09,7,MG,5,Português,5
1395,O Senhor dos Anéis #1395,941,2018-10-26,Ficção,63.77,6,MG,11,Francês,6
1396,Ensaio Sobre a Cegueira #1396,712,2018-10-27,Infantil,70.22,7,RJ,3,Inglês,2
1397,Neuromancer #1397,327,2018-10-28,Romance,84.47,6,RJ,8,Francês,6
1398,A Hora da Estrela #1398,912,2018-10-29,Ficção,76.31,2,RJ,10,Inglês,0
1399,Harry Potter #1399,199,2018-10-30,Ficção Científica,83.07,3,ES,0,Francês,5
1400,Dom Casmurro #1400,394,2018-10-31,Distopia,55.59,3,RJ,9,Espanhol,0
1401,O Pequeno Príncipe #1401,711,2018-11-01,Suspense,149.64,9,ES,3,Português,0
1402,Harry Potter #1402,616,2018-11-02,Distopia,106.69,4,SP,10,Espanhol,3
1403,Memórias Póstumas #1403,944,2018-11-03,Infantil,75.23,9,RJ,11,Francês,2
1404,Capitães da Areia #1404,933,2018-11-04,Ficção Científica,83.84,5,SP,2,Francês,3
1405,Drácula #1405,434,2018-11-05,Ficção,73.76,10,SP,0,Inglês,5
1406,O Pequeno Príncipe #1406,531,2018-11-06,Infantil,146.81,5,SP,8,Francês,4
1407,Dom Casmurro #1407,1038,2018-11-07,Ficção Científica,28.0,1,ES,7,Inglês,8
1408,1984 #1408,1127,2018-11-08,Clássico,47.24,5,MG,11,Português,6
1409,Capitães da Areia #1409,1085,2018-11-09,Suspense,77.25,6,MG,8,Espanhol,0
1410,It - A Coisa #1410,1088,2018-11-10,Ficção,99.92,7,RJ,5,Francês,6
1411,Memórias Póstumas #1411,229,2018-11-11,Ficção Científica,56.32,3,RJ,3,Francês,7
1412,Capitães da Areia #1412,310,2018-11-12,Distopia,52.8,5,ES,11,Português,0
1413,O Código Da Vinci #1413,794,2018-11-13,Ficção Científica,62.58,10,SP,5,Português,5
1414,Capitães da Areia #1414,548,2018-11-14,Realismo Mágico,133.8,1,ES,9,Português,4
1415,O Alquimista #1415,1099,2018-11-15,Fantasia,67.66,4,ES,3,Português,3
1416,O Pequeno Príncipe #1416,996,2018-11-16,Fantasia,128.52,2,ES,9,Espanhol,8
1417,O Código Da Vinci #1417,692,2018-11-17,Distopia,45.06,1,ES,9,Francês,8
1418,O Código Da Vinci #1418,1033,2018-11-18,Infantil,79.62,3,ES,3,Inglês,4
1419,O Hobbit #1419,463,2018-11-19,Realismo Mágico,44.18,9,MG,7,Inglês,7
1420,1984 #1420,552,2018-11-20,Realismo Mágico,88.86,3,MG,7,Espanhol,2
1421,A Revolução dos Bichos #1421,807,2018-11-21,Infantil,40.52,1,MG,4,Francês,7
1422,It - A Coisa #1422,467,2018-11-22,Infantil,80.39,10,ES,6,Espanhol,5
1423,O Alquimista #1423,619,2018-11-23,Suspense,32.49,8,ES,10,Espanhol,0
1424,1984 #1424,1174,2018-11-24,Infantil,144.26,4,SP,0,Espanhol,8
1425,Dom Casmurro #1425,851,2018-11-25,Suspense,36.85,10,MG,5,Espanhol,2
1426,Memórias Póstumas #1426,377,2018-11-26,Infantil,103.93,6,SP,8,Português,3
1427,1984 #1427,367,2018-11-27,Suspense,145.25,8,SP,7,Francês,2
1428,O Alquimista #1428,844,2018-11-28,Suspense,48.99,10,RJ,9,Inglês,0
1429,Orgulho e Preconceito #1429,1008,2018-11-29,Distopia,86.92,6,MG,4,Espanhol,1
1430,Grande Sertão: Veredas #1430,821,2018-11-30,Fantasia,79.44,7,ES,8,Francês,2
1431,Memórias Póstumas #1431,673,2018-12-01,Distopia,145.38,7,ES,4,Francês,5
1432,Grande Sertão: Veredas #1432,1037,2018-12-02,Infantil,115.96,10,MG,0,Francês,8
1433,O Senhor dos Anéis #1433,1086,2018-12-03,Fantasia,57.53,8,SP,12,Francês,8
1434,A Revolução dos Bichos #1434,161,2018-12-04,Romance,78.25,10,SP,4,Francês,7
1435,Capitães da Areia #1435,302,2018-12-05,Suspense,26.5,1,ES,7,Inglês,6
1436,Capitães da Areia #1436,388,2018-12-06,Ficção,107.77,8,SP,11,Espanhol,1
1437,It - A Coisa #1437,274,2018-12-07,Romance,106.1,1,MG,2,Português,8
1438,It - A Coisa #1438,382,2018-12-08,Ficção Científica,93.43,8,RJ,6,Francês,7
1439,Dom Casmurro #1439,541,2018-12-09,Suspense,35.94,2,ES,7,Espanhol,2
1440,Grande Sertão: Veredas #1440,468,2018-12-10,Fantasia,113.93,7,SP,12,Português,3
1441,Ensaio Sobre a Cegueira #1441,920,2018-12-11,Distopia,55.17,3,MG,6,Espanhol,5
1442,Harry Potter #1442,442,2018-12-12,Clássico,131.19,4,RJ,7,Inglês,1
1443,Dom Casmurro #1443,809,2018-12-13,Ficção Científica,117.59,10,ES,7,Francês,0
1444,O Senhor dos Anéis #1444,1200,2018-12-14,Infantil,109.16,5,RJ,11,Inglês,6
1445,Cem Anos de Solidão #1445,1017,2018-12-15,Infantil,142.08,6,MG,2,Português,5
1446,1984 #1446,1015,2018-12-16,Clássico,139.17,2,SP,0,Português,8
1447,O Código Da Vinci #1447,471,2018-12-17,Ficção,102.54,4,ES,11,Francês,0
1448,O Código Da Vinci #1448,709,2018-12-18,Terror,87.29,5,RJ,0,Português,0
1449,Neuromancer #1449,416,2018-12-19,Terror,58.13,8,RJ,0,Espanhol,1
1450,A Revolução dos Bichos #1450,909,2018-12-20,Romance,46.14,9,SP,11,Francês,3
1451,Orgulho e Preconceito #1451,188,2018-12-21,Fantasia,83.1,5,MG,12,Inglês,3
1452,O Senhor dos Anéis #1452,738,2018-12-22,Ficção Científica,143.24,5,ES,6,Francês,6
1453,Capitães da Areia #1453,1143,2018-12-23,Clássico,139.75,3,ES,7,Francês,6
1454,O Pequeno Príncipe #1454,358,2018-12-24,Ficção Científica,111.44,3,MG,12,Espanhol,2
1455,Cem Anos de Solidão #1455,202,2018-12-25,Suspense,27.32,5,SP,4,Inglês,5
1456,O Hobbit #1456,233,2018-12-26,Ficção,119.77,2,ES,3,Espanhol,6
1457,Orgulho e Preconceito #1457,965,2018-12-27,Clássico,84.62,3,RJ,11,Inglês,2
1458,O Código Da Vinci #1458,123,2018-12-28,Distopia,73.67,4,SP,11,Inglês,1
1459,O Alquimista #1459,1165,2018-12-29,Suspense,80.03,8,MG,0,Inglês,7
1460,O Alquimista #1460,1162,2018-12-30,Fantasia,117.94,5,SP,11,Inglês,6
1461,A Hora da Estrela #1461,186,2018-12-31,Suspense,142.85,3,SP,5,Espanhol,2
1462,O Hobbit #1462,1019,2019-01-01,Clássico,138.48,5,RJ,11,Português,8
1463,Cem Anos de Solidão #1463,158,2019-01-02,Ficção,123.57,6,RJ,10,Português,0
1464,Drácula #1464,1175,2019-01-03,Romance,88.73,2,ES,6,Francês,4
1465,Grande Sertão: Veredas #1465,419,2019-01-04,Clássico,147.26,5,RJ,11,Espanhol,7
1466,Capitães da Areia #1466,589,2019-01-05,Ficção,66.21,6,RJ,3,Francês,0
1467,O Código Da Vinci #1467,126,2019-01-06,Ficção Científica,88.72,5,RJ,5,Francês,3
1468,1984 #1468,1052,2019-01-07,Infantil,65.81,1,RJ,5,Inglês,2
1469,Moby Dick #1469,1072,2019-01-08,Terror,134.8,5,RJ,6,Inglês,8
1470,Cem Anos de Solidão #1470,516,2019-01-09,Terror,68.09,8,SP,6,Francês,1
1471,O Senhor dos Anéis #1471,254,2019-01-10,Fantasia,43.05,5,ES,9,Inglês,5
1472,O Código Da Vinci #1472,1133,2019-01-11,Clássico,22.5,3,SP,4,Espanhol,2
1473,Cem Anos de Solidão #1473,219,2019-01-12,Infantil,48.8,3,ES,7,Português,5
1474,Memórias Póstumas #1474,706,2019-01-13,Terror,25.17,7,SP,8,Espanhol,4
1475,Memórias Póstumas #1475,836,2019-01-14,Distopia,112.55,6,RJ,4,Português,8
1476,Harry Potter #1476,103,2019-01-15,Clássico,92.12,7,RJ,10,Espanhol,5
1477,1984 #1477,777,2019-01-16,Distopia,75.13,4,MG,5,Português,1
1478,Orgulho e Preconceito #1478,272,2019-01-17,Distopia,131.38,1,SP,4,Inglês,2
1479,Ensaio Sobre a Cegueira #1479,178,2019-01-18,Suspense,29.98,5,SP,6,Português,4
